model,task,created,log_file,dimension,accuracy,stderr
openrouter/google/gemma-3-27b-it,tom_12dim_freeresponse,2026-07-14T18:40:31+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-31-00-00_tom-12dim-freeresponse_3o7D7BVAV2ThEWt6Lfn3AS.eval,Diverse Desires,0.8,0.20000000000000004
openrouter/google/gemma-3-27b-it,tom_12dim_freeresponse,2026-07-14T18:40:31+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-31-00-00_tom-12dim-freeresponse_3o7D7BVAV2ThEWt6Lfn3AS.eval,Emotion Recognition,1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_freeresponse,2026-07-14T18:40:31+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-31-00-00_tom-12dim-freeresponse_3o7D7BVAV2ThEWt6Lfn3AS.eval,Faux Pas Detection,0.2,0.2
openrouter/google/gemma-3-27b-it,tom_12dim_freeresponse,2026-07-14T18:40:31+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-31-00-00_tom-12dim-freeresponse_3o7D7BVAV2ThEWt6Lfn3AS.eval,First-Order False Belief,0.8,0.19999999999999998
openrouter/google/gemma-3-27b-it,tom_12dim_freeresponse,2026-07-14T18:40:31+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-31-00-00_tom-12dim-freeresponse_3o7D7BVAV2ThEWt6Lfn3AS.eval,Hidden Emotion (Appearance vs. Reality),1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_freeresponse,2026-07-14T18:40:31+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-31-00-00_tom-12dim-freeresponse_3o7D7BVAV2ThEWt6Lfn3AS.eval,Intention vs. Accident,1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_freeresponse,2026-07-14T18:40:31+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-31-00-00_tom-12dim-freeresponse_3o7D7BVAV2ThEWt6Lfn3AS.eval,Irony,1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_freeresponse,2026-07-14T18:40:31+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-31-00-00_tom-12dim-freeresponse_3o7D7BVAV2ThEWt6Lfn3AS.eval,Knowledge Access / Ignorance,0.6,0.24494897427831783
openrouter/google/gemma-3-27b-it,tom_12dim_freeresponse,2026-07-14T18:40:31+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-31-00-00_tom-12dim-freeresponse_3o7D7BVAV2ThEWt6Lfn3AS.eval,Sarcasm,1.0,0.0
openrouter/google/gemma-3-27b-it,tom_12dim_freeresponse,2026-07-14T18:40:31+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-31-00-00_tom-12dim-freeresponse_3o7D7BVAV2ThEWt6Lfn3AS.eval,Second-Order False Belief,0.8,0.20000000000000004
openrouter/google/gemma-3-27b-it,tom_12dim_freeresponse,2026-07-14T18:40:31+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-31-00-00_tom-12dim-freeresponse_3o7D7BVAV2ThEWt6Lfn3AS.eval,White Lies / Prosocial Deception,1.0,0.0
openrouter/google/gemma-3-4b-it,tom_12dim_freeresponse,2026-07-14T18:40:07+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-07-00-00_tom-12dim-freeresponse_5FzijTTuvUNUQtorXXZpGx.eval,ALL (overall),0.7166666666666667,0.05866531842313124
openrouter/google/gemma-3-4b-it,tom_12dim_freeresponse,2026-07-14T18:40:07+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-07-00-00_tom-12dim-freeresponse_5FzijTTuvUNUQtorXXZpGx.eval,Diverse Beliefs,0.6,0.24494897427831783
openrouter/google/gemma-3-4b-it,tom_12dim_freeresponse,2026-07-14T18:40:07+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-07-00-00_tom-12dim-freeresponse_5FzijTTuvUNUQtorXXZpGx.eval,Diverse Desires,1.0,0.0
openrouter/google/gemma-3-4b-it,tom_12dim_freeresponse,2026-07-14T18:40:07+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-07-00-00_tom-12dim-freeresponse_5FzijTTuvUNUQtorXXZpGx.eval,Emotion Recognition,1.0,0.0
openrouter/google/gemma-3-4b-it,tom_12dim_freeresponse,2026-07-14T18:40:07+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-07-00-00_tom-12dim-freeresponse_5FzijTTuvUNUQtorXXZpGx.eval,Faux Pas Detection,0.4,0.24494897427831783
openrouter/google/gemma-3-4b-it,tom_12dim_freeresponse,2026-07-14T18:40:07+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-07-00-00_tom-12dim-freeresponse_5FzijTTuvUNUQtorXXZpGx.eval,First-Order False Belief,0.4,0.24494897427831783
openrouter/google/gemma-3-4b-it,tom_12dim_freeresponse,2026-07-14T18:40:07+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-07-00-00_tom-12dim-freeresponse_5FzijTTuvUNUQtorXXZpGx.eval,Hidden Emotion (Appearance vs. Reality),1.0,0.0
openrouter/google/gemma-3-4b-it,tom_12dim_freeresponse,2026-07-14T18:40:07+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-07-00-00_tom-12dim-freeresponse_5FzijTTuvUNUQtorXXZpGx.eval,Intention vs. Accident,0.6,0.24494897427831783
openrouter/google/gemma-3-4b-it,tom_12dim_freeresponse,2026-07-14T18:40:07+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-07-00-00_tom-12dim-freeresponse_5FzijTTuvUNUQtorXXZpGx.eval,Irony,0.8,0.19999999999999998
openrouter/google/gemma-3-4b-it,tom_12dim_freeresponse,2026-07-14T18:40:07+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-07-00-00_tom-12dim-freeresponse_5FzijTTuvUNUQtorXXZpGx.eval,Knowledge Access / Ignorance,0.6,0.24494897427831783
openrouter/google/gemma-3-4b-it,tom_12dim_freeresponse,2026-07-14T18:40:07+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-07-00-00_tom-12dim-freeresponse_5FzijTTuvUNUQtorXXZpGx.eval,Sarcasm,1.0,0.0
openrouter/google/gemma-3-4b-it,tom_12dim_freeresponse,2026-07-14T18:40:07+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-07-00-00_tom-12dim-freeresponse_5FzijTTuvUNUQtorXXZpGx.eval,Second-Order False Belief,0.6,0.24494897427831783
openrouter/google/gemma-3-4b-it,tom_12dim_freeresponse,2026-07-14T18:40:07+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-40-07-00-00_tom-12dim-freeresponse_5FzijTTuvUNUQtorXXZpGx.eval,White Lies / Prosocial Deception,0.6,0.24494897427831783
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:21:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-21-12-00-00_tom-12dim-freeresponse_LwSsmgKhJfeTzBKQkF2biH.eval,ALL (overall),0.8,0.05207556439232954
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:21:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-21-12-00-00_tom-12dim-freeresponse_LwSsmgKhJfeTzBKQkF2biH.eval,Diverse Beliefs,0.8,0.20000000000000004
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:21:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-21-12-00-00_tom-12dim-freeresponse_LwSsmgKhJfeTzBKQkF2biH.eval,Diverse Desires,0.8,0.20000000000000004
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:21:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-21-12-00-00_tom-12dim-freeresponse_LwSsmgKhJfeTzBKQkF2biH.eval,Emotion Recognition,1.0,0.0
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:21:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-21-12-00-00_tom-12dim-freeresponse_LwSsmgKhJfeTzBKQkF2biH.eval,Faux Pas Detection,0.6,0.24494897427831783
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:21:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-21-12-00-00_tom-12dim-freeresponse_LwSsmgKhJfeTzBKQkF2biH.eval,First-Order False Belief,0.4,0.24494897427831783
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:21:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-21-12-00-00_tom-12dim-freeresponse_LwSsmgKhJfeTzBKQkF2biH.eval,Hidden Emotion (Appearance vs. Reality),1.0,0.0
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:21:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-21-12-00-00_tom-12dim-freeresponse_LwSsmgKhJfeTzBKQkF2biH.eval,Intention vs. Accident,1.0,0.0
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:21:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-21-12-00-00_tom-12dim-freeresponse_LwSsmgKhJfeTzBKQkF2biH.eval,Irony,1.0,0.0
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:21:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-21-12-00-00_tom-12dim-freeresponse_LwSsmgKhJfeTzBKQkF2biH.eval,Knowledge Access / Ignorance,1.0,0.0
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:21:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-21-12-00-00_tom-12dim-freeresponse_LwSsmgKhJfeTzBKQkF2biH.eval,Sarcasm,1.0,0.0
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:21:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-21-12-00-00_tom-12dim-freeresponse_LwSsmgKhJfeTzBKQkF2biH.eval,Second-Order False Belief,0.4,0.24494897427831783
openrouter/meta-llama/llama-3.1-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:21:12+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-21-12-00-00_tom-12dim-freeresponse_LwSsmgKhJfeTzBKQkF2biH.eval,White Lies / Prosocial Deception,0.6,0.24494897427831783
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_freeresponse,2026-07-14T18:12:46+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-12-46-00-00_tom-12dim-freeresponse_nv8zHpCwBhNEgtTqEMnE6u.eval,ALL (overall),0.6166666666666667,0.06329764084940143
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_freeresponse,2026-07-14T18:12:46+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-12-46-00-00_tom-12dim-freeresponse_nv8zHpCwBhNEgtTqEMnE6u.eval,Diverse Beliefs,0.8,0.20000000000000004
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_freeresponse,2026-07-14T18:12:46+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-12-46-00-00_tom-12dim-freeresponse_nv8zHpCwBhNEgtTqEMnE6u.eval,Diverse Desires,0.6,0.24494897427831783
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_freeresponse,2026-07-14T18:12:46+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-12-46-00-00_tom-12dim-freeresponse_nv8zHpCwBhNEgtTqEMnE6u.eval,Emotion Recognition,0.8,0.19999999999999998
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_freeresponse,2026-07-14T18:12:46+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-12-46-00-00_tom-12dim-freeresponse_nv8zHpCwBhNEgtTqEMnE6u.eval,Faux Pas Detection,0.2,0.2
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_freeresponse,2026-07-14T18:12:46+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-12-46-00-00_tom-12dim-freeresponse_nv8zHpCwBhNEgtTqEMnE6u.eval,First-Order False Belief,0.2,0.20000000000000004
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_freeresponse,2026-07-14T18:12:46+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-12-46-00-00_tom-12dim-freeresponse_nv8zHpCwBhNEgtTqEMnE6u.eval,Hidden Emotion (Appearance vs. Reality),0.6,0.24494897427831783
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_freeresponse,2026-07-14T18:12:46+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-12-46-00-00_tom-12dim-freeresponse_nv8zHpCwBhNEgtTqEMnE6u.eval,Intention vs. Accident,0.6,0.24494897427831783
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_freeresponse,2026-07-14T18:12:46+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-12-46-00-00_tom-12dim-freeresponse_nv8zHpCwBhNEgtTqEMnE6u.eval,Irony,0.8,0.19999999999999998
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_freeresponse,2026-07-14T18:12:46+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-12-46-00-00_tom-12dim-freeresponse_nv8zHpCwBhNEgtTqEMnE6u.eval,Knowledge Access / Ignorance,0.8,0.19999999999999998
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_freeresponse,2026-07-14T18:12:46+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-12-46-00-00_tom-12dim-freeresponse_nv8zHpCwBhNEgtTqEMnE6u.eval,Sarcasm,0.8,0.20000000000000004
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_freeresponse,2026-07-14T18:12:46+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-12-46-00-00_tom-12dim-freeresponse_nv8zHpCwBhNEgtTqEMnE6u.eval,Second-Order False Belief,0.6,0.24494897427831783
openrouter/meta-llama/llama-3.1-8b-instruct,tom_12dim_freeresponse,2026-07-14T18:12:46+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-12-46-00-00_tom-12dim-freeresponse_nv8zHpCwBhNEgtTqEMnE6u.eval,White Lies / Prosocial Deception,0.6,0.24494897427831783
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:51+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-51-00-00_tom-12dim-freeresponse_Bs5V4572XKCCgZcfS9nkmT.eval,ALL (overall),0.4166666666666667,0.06418399868645064
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:51+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-51-00-00_tom-12dim-freeresponse_Bs5V4572XKCCgZcfS9nkmT.eval,Diverse Beliefs,0.2,0.2
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:51+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-51-00-00_tom-12dim-freeresponse_Bs5V4572XKCCgZcfS9nkmT.eval,Diverse Desires,0.6,0.24494897427831783
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:51+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-51-00-00_tom-12dim-freeresponse_Bs5V4572XKCCgZcfS9nkmT.eval,Emotion Recognition,0.8,0.19999999999999998
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:51+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-51-00-00_tom-12dim-freeresponse_Bs5V4572XKCCgZcfS9nkmT.eval,Faux Pas Detection,0.0,0.0
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:51+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-51-00-00_tom-12dim-freeresponse_Bs5V4572XKCCgZcfS9nkmT.eval,First-Order False Belief,0.0,0.0
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:51+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-51-00-00_tom-12dim-freeresponse_Bs5V4572XKCCgZcfS9nkmT.eval,Hidden Emotion (Appearance vs. Reality),0.6,0.24494897427831783
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:51+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-51-00-00_tom-12dim-freeresponse_Bs5V4572XKCCgZcfS9nkmT.eval,Intention vs. Accident,0.2,0.2
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:51+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-51-00-00_tom-12dim-freeresponse_Bs5V4572XKCCgZcfS9nkmT.eval,Irony,1.0,0.0
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:51+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-51-00-00_tom-12dim-freeresponse_Bs5V4572XKCCgZcfS9nkmT.eval,Knowledge Access / Ignorance,0.4,0.24494897427831783
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:51+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-51-00-00_tom-12dim-freeresponse_Bs5V4572XKCCgZcfS9nkmT.eval,Sarcasm,0.6,0.24494897427831783
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:51+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-51-00-00_tom-12dim-freeresponse_Bs5V4572XKCCgZcfS9nkmT.eval,Second-Order False Belief,0.2,0.20000000000000004
openrouter/meta-llama/llama-3.2-3b-instruct,tom_12dim_freeresponse,2026-07-14T18:36:51+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-36-51-00-00_tom-12dim-freeresponse_Bs5V4572XKCCgZcfS9nkmT.eval,White Lies / Prosocial Deception,0.4,0.24494897427831783
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:37:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-37-53-00-00_tom-12dim-freeresponse_WhyJHYXpHPFCo8Dv72SsHx.eval,ALL (overall),0.7166666666666667,0.05866531842313124
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:37:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-37-53-00-00_tom-12dim-freeresponse_WhyJHYXpHPFCo8Dv72SsHx.eval,Diverse Beliefs,0.6,0.24494897427831783
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:37:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-37-53-00-00_tom-12dim-freeresponse_WhyJHYXpHPFCo8Dv72SsHx.eval,Diverse Desires,0.8,0.20000000000000004
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:37:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-37-53-00-00_tom-12dim-freeresponse_WhyJHYXpHPFCo8Dv72SsHx.eval,Emotion Recognition,0.8,0.19999999999999998
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:37:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-37-53-00-00_tom-12dim-freeresponse_WhyJHYXpHPFCo8Dv72SsHx.eval,Faux Pas Detection,0.6,0.24494897427831783
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:37:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-37-53-00-00_tom-12dim-freeresponse_WhyJHYXpHPFCo8Dv72SsHx.eval,First-Order False Belief,0.4,0.24494897427831783
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:37:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-37-53-00-00_tom-12dim-freeresponse_WhyJHYXpHPFCo8Dv72SsHx.eval,Hidden Emotion (Appearance vs. Reality),0.8,0.20000000000000004
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:37:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-37-53-00-00_tom-12dim-freeresponse_WhyJHYXpHPFCo8Dv72SsHx.eval,Intention vs. Accident,1.0,0.0
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:37:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-37-53-00-00_tom-12dim-freeresponse_WhyJHYXpHPFCo8Dv72SsHx.eval,Irony,1.0,0.0
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:37:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-37-53-00-00_tom-12dim-freeresponse_WhyJHYXpHPFCo8Dv72SsHx.eval,Knowledge Access / Ignorance,0.6,0.24494897427831783
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:37:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-37-53-00-00_tom-12dim-freeresponse_WhyJHYXpHPFCo8Dv72SsHx.eval,Sarcasm,0.8,0.20000000000000004
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:37:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-37-53-00-00_tom-12dim-freeresponse_WhyJHYXpHPFCo8Dv72SsHx.eval,Second-Order False Belief,0.4,0.24494897427831783
openrouter/meta-llama/llama-3.3-70b-instruct,tom_12dim_freeresponse,2026-07-14T18:37:53+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-37-53-00-00_tom-12dim-freeresponse_WhyJHYXpHPFCo8Dv72SsHx.eval,White Lies / Prosocial Deception,0.8,0.20000000000000004
openrouter/meta-llama/llama-4-maverick,tom_12dim_freeresponse,2026-07-14T18:42:24+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-42-24-00-00_tom-12dim-freeresponse_Qc4WsC4tMJj6E4vP5dAEyk.eval,ALL (overall),0.75,0.05637345210021216
openrouter/meta-llama/llama-4-maverick,tom_12dim_freeresponse,2026-07-14T18:42:24+00:00,file:///Users/Naiti/Documents/Documents_NBMacBookPro/2026/DevToM/devtom-openrouter/logs/2026-07-14T18-42-24-00-00_tom-12dim-freeresponse_Qc4WsC4tMJj6E4vP5dAEyk.eval,Diverse Beliefs,0.6,0.24494897427831783
